LIEN FICHE DE POSTE,Ministère,Administration,Région,"Localisation
(Commune ou adresse exacte)",Code postal,Env.,Référence,Intitulé du poste,Cotation du poste (Groupe RIFSEEP),Thématique,Service,Bureau / Pôle,Logé,Télétravail,Encadrement,Complément
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-22.pdf,Economie - Finances - Relance,Direction générale des entreprises (DGE),Île-de-France,Paris,75012,AC,Fin-AC-22,Chargé de mission France Num - Développement des partenariats et des actions sectorielles,G4,Pol. Publiques,Direction générale des entreprises (DGE) – Sous-direction des réseaux et des usages numériques (SDRUN),Pôle Transformation numérique des TPE/PME,NON,Non renseigné,NON,
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-23.pdf,Economie - Finances - Relance,Direction générale du Trésor (DGT),Île-de-France,Paris,75012,AC,Fin-AC-23,Adjoint-e au chef de bureau synthèse des finances publiques,G4,Budget/Finances,Direction générale du Trésor (DGT) – Service des finances publiques et des politiques sociales (SSOFIA) – Sous-direction des finances publiques (FIPU),Bureau FIPU1 – Synthèse des Finances Publiques,NON,Non renseigné,NON,
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-24.pdf,Economie - Finances - Relance,Direction générale du Trésor (DGT),Île-de-France,Paris,75012,AC,Fin-AC-24,Adjoint-e au chef de bureau – Institutions et évaluation des politiques sociales et de l'emploi,G4,Pol. Publiques,Direction générale du Trésor (DGT) – Service des finances publiques et des politiques sociales (SSOFIA) – Sous-direction des politiques sociales et de l'emploi (POLSOC),Bureau POLSOC4 – Institutions et évaluation des politiques sociales et de l'emploi,NON,Non renseigné,NON,
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-25.pdf,Economie - Finances - Relance,Direction générale du Trésor (DGT) – Service des politiques macroéconomiques et des affaires européennes (SPMAE),Île-de-France,Paris,75012,AC,Fin-AC-25,"Rédacteur / Rédactrice géographique (pays nordiques, îles britanniques, Suisse)",G4,Pol. Publiques,Direction générale du Trésor (DGT) – Service des politiques macroéconomiques et des affaires européennes (SPMAE) – Sous-direction des affaires européennes,Bureau Europe 3 – Relations bilatérales et instruments financiers européens,NON,Non renseigné,NON,Anglais niveau maîtrise requis
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-26.pdf,Economie - Finances - Relance,"Direction générale du Trésor (DGT) – Service des affaires bilatérales, de l'internationalisation des entreprises et de l'attractivité (SABINE)",Île-de-France,Paris,75012,AC,Fin-AC-26,"Adjoint-e Amérique centrale, andine et Caraïbes",G4,Pol. Publiques,"Direction générale du Trésor (DGT) – Service des affaires bilatérales, de l'internationalisation des entreprises et de l'attractivité (SABINE) – Sous-direction des relations et partenariats économiques (REP)","Bureau REP3 – Asie, Amériques, Océanie",NON,Non renseigné,NON,"Poste soumis à habilitation HFDS. Déplacements ponctuels à l'étranger. Anglais (expertise), espagnol souhaitable."
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-27.pdf,Economie - Finances - Relance,"Direction générale du Trésor (DGT) – Service des affaires bilatérales, de l'internationalisation des entreprises et de l'attractivité (SABINE)",Île-de-France,Paris,75012,AC,Fin-AC-27,"Adjoint-e au chef de bureau ""Attractivité des investissements""",G4,Pol. Publiques,"Direction générale du Trésor (DGT) – Service des affaires bilatérales, de l'internationalisation des entreprises et de l'attractivité (SABINE) – Sous-direction des relations et partenariats économiques (REP)",Bureau Attractivité des investissements étrangers (ATTRACT),NON,OUI (jusqu'à 2 jours/semaine),NON,Anglais C2 requis
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-28.pdf,Economie - Finances - Relance,Direction générale du Trésor (DGT),Île-de-France,Paris,75012,AC,Fin-AC-28,Adjoint-e au chef du bureau synthèse prélèvements obligatoires et fiscalité des entreprises,G4,Pol. Publiques,Direction générale du Trésor (DGT) – Service des finances publiques et des politiques sociales (SSOFIA) – Sous-direction des finances publiques (FIPU),Bureau FIPU2 – Synthèse prélèvements obligatoires & fiscalité des entreprises,NON,Non renseigné,NON,
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-29.pdf,Economie - Finances - Relance,Secrétariat général des ministères économiques et financiers – Service des achats et des finances (SAFI),Île-de-France,Montrouge,92541,AC,Fin-AC-29,Chef / Cheffe de la section Budget Titre 2,G4,Budget/Finances,Secrétariat général de l'INSEE – Département des affaires financières,Division Budget / Section Titre 2,NON,OUI,OUI,Possibilité de réaliser une partie des activités en télétravail (dans le respect de la convention cadre du 7/12/2010)
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-30.pdf,Economie - Finances - Relance,Secrétariat général des ministères économiques et financiers – Service de l'immobilier et de l'environnement professionnel (SIEP),Île-de-France,Paris,75012,AC,Fin-AC-30,Acheteur-se public(que),G4,Achats,Secrétariat général – Service des achats et des finances (SAFI) – Sous-direction de la politique achat et de l'achat mutualisé (SAFI 2),Bureau des achats mutualisés de l'administration centrale (BAMAC),NON,OUI (2 jours/sem),NON,
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-31.pdf,Economie - Finances - Relance,SG / SIEP,Île-de-France,Paris,75012,AC,Fin-AC-31,Analyste de données statistiques et budgétaires - profil transversal,G4,Budget/Finances,Secrétariat général – Service de l'immobilier et de l'environnement professionnel (SIEP) – Sous-direction du fonctionnement des services,Bureau mobilités et distribution,NON,OUI,NON,Possibilité de réaliser une partie des activités en télétravail (dans le respect de la convention cadre du 7/12/2010)
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-32.pdf,Economie - Finances - Relance,INSEE,Île-de-France,Montrouge,92541,AC,Fin-AC-32,Adjoint-e au chef/ à la cheffe de la section Dépense,G3,Budget/Finances,Secrétariat général de l'INSEE – Département des affaires financières,Division Prestations Financières – Section Exécution de la Dépense,NON,OUI,OUI,Possibilité de réaliser une partie des activités en télétravail (dans le respect de la convention cadre du 7/12/2010)
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-33.pdf,Economie - Finances - Relance,Direction générale des entreprises (DGE),Île-de-France,Paris,75012,AC,Fin-AC-33,Chargé-e de mission d'analyse budgétaire,G4,Budget/Finances,"Direction générale des entreprises (DGE) – Sous-direction du pilotage, de la stratégie et de la performance (SDPSP)",Bureau des affaires budgétaires,NON,Non renseigné,NON,
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-34.pdf,Economie - Finances - Relance,Direction générale des entreprises (DGE) – Service de l'information stratégique et de la sécurité économiques (SISSE),Île-de-France,Paris,75012,AC,Fin-AC-34,Chargé-e de mission « Suivi des investissements étrangers en France »,G4,Juridique,Direction générale des entreprises (DGE) – Service de l'information stratégique et de la sécurité économiques (SISSE),Pôle des opérations,NON,OUI,NON,Habilitation requise (procédure organisée par le service). Télétravail limité (outils sécurisés sur site). Anglais C1 indispensable. Déplacements ponctuels.
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-Fin-AC-35.pdf,Economie - Finances - Relance,Direction générale des entreprises (DGE),Île-de-France,Paris,75012,AC,Fin-AC-35,Chargé-e de mission : Référent effectifs et masse salariale,G4,RH,"Direction générale des entreprises (DGE) – Sous-direction du pilotage, de la stratégie et de la performance (SDPSP)",Bureau de la gestion des effectifs et de proximité (BGEP),NON,Non renseigné,NON,
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-MAE-AC-01.pdf,Europe - Affaires étrangères ,Ministère de l'Europe et des Affaires Etrangères,Île-de-France,Paris,75015,AC,MAE-AC-01,Rédacteur / Rédactrice en charge de la tutelle des opérateurs,G4,Pol. Publiques,Direction du pilotage et de la stratégie - Sous-direction des moyens et des opérateurs,Pôle opérateur ,NON,Non renseigné,NON,
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-MAE-AC-02.pdf,Europe - Affaires étrangères ,Ministère de l'Europe et des Affaires Etrangères,Île-de-France,Paris,75015,AC,MAE-AC-02,Rédacteur / Rédactrice au pôle statutaire - Juriste ou consultant (droit interne) ,G4,RH,DGA - DRH - Sous-Direction de la Stratégie RH,"Bureau de la réglementation, de l'appui juridique et du télétravail",NON,Fonctions télétravaillables (sous réserve des nécessités de service),NON,
https://extranet-lille.les-ira.fr/secure_telechargement.php?quoi=document&chemin=poste/60-fiche-MAE-AC-03.pdf,Europe - Affaires étrangères ,Ministère de l'Europe et des Affaires Etrangères,Île-de-France,Paris,75015,AC,MAE-AC-03,Rédacteur / Rédactrice au bureau du budget,G4,Budget/Finances,"DGA - DAF - Sous-direction de la stratégie et de la synthèse
budgétaires",Bureau de la synthèse budgétaire,NON,Non renseigné,NON,
https://drive.google.com/file/d/1t7uUPk4zbZvmJmQ9_IYo4AeoOT_FS0de/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - SG,Île-de-France,Paris ,75020,AC,int-AC-03,Acheteuse - Acheteur public,G3,Achats,"Direction de l’évaluation de la performance, de l’achat, des finances et de l’immobilier
(DEPAFI) / Service de l’achat, de l’innovation et de la logistique du ministère de l’intérieur
(SAILMI) /","Sous-direction de l’achat et du suivi de l’exécution des marchés (SDASEM) / Bureau des achats
métiers (BAM).",Non,1 ou 2 jours par semaine,Non,Déménagement prévu pour fin 2026 à Saint-Denis
https://drive.google.com/file/d/1oasc3kRRQZDgWUVVpit0nQ8GQyUtUDUJ/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - SG,Île-de-France,Paris,75012,AC,int-AC-05,"Chargé(e) d’analyse budgétaire au bureau du fonctionnement et de
l’investissement des programmes (BFIP) HT2».",G3,Budget/Finances,"Direction de l'évaluation de la performance, de l'achat, des finances et de l'immobilier (DEPAFI)",Bureau du fonctionnement et de l’investissement des programmes (BFIP),Non,Oui ,Non,Déménagement fin 2026 à Saint-Denis
https://drive.google.com/file/d/1APzxsYTjx1JnXNyxngTUNJBOsjNvIh2P/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - SG,Île-de-France,Paris,75012,AC,int-AC-07,"Cheffe – chef de pôle systèmes d’information déplacements et régies (chorus DT /
Lorrain NG), et accompagnement du changement",G3,Budget/Finances,"Direction de l’évaluation de la performance, de l’achat, des finances et de l’immobilier (DEPAFI)","Service des affaires financières ministériel (SAFM)/Sous-direction de la performance financière (SDPF)
Bureau du système d’information financière (BSIF)",Non,Oui ,Oui,Déménagement fin 2026 à Saint-Denis
https://drive.google.com/file/d/1yX5gUbiWfW7pp6zrUQ224qdofCy6f-G2/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - SG,Île-de-France,Paris,75012,AC,int-AC-09,Chargé(e) de mission ressources humaines (DEPAFI),G3,RH,"Direction de l’évaluation de la performance, de l’achat, des finances et de l’immobilier (DEPAFI)",Sous-direction de la coordination et des ressources/Bureau de la coordination des ressources humaines et des moyens,Non,Oui ,Non,Déménagement fin 2026 à Saint-Denis
https://drive.google.com/file/d/1ftXjS_Au1385ikJzScOBnTMI3chOVhbA/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - SG,Île-de-France,Paris,75012,AC,int-AC-11,Chargé de mission au pôle synthèse et juridique,G3,Juridique,"Direction de l’Evaluation de la Performance, de l’Achat, des Finances et de l’Immobilier
(DEPAFI)","Sous-Direction des Affaires Immobilières (SDAI)/Bureau des affaires immobilières de la
police nationale, des préfectures et de la sécurité civile (BAIPPSC).",Non,Oui ,Non,Déménagement fin 2026 à Saint-Denis/Management d'un apprenti
https://drive.google.com/file/d/1CnfSos07P4WIs2CrQLfWWdeLkXNLQXDz/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - SG,Île-de-France,Paris,75012,AC,int-AC-13,"Juriste/ Acheteur(se) public au bureau des achats immobiliers et des
prestations",G3,Achats,"Direction de l’évaluation de la performance, des achats, des finances et de l’immobilier (DEPAFI)","Service de l’achat, de l’innovation et de la logistique du ministère de l’intérieur (SAILMI)
Bureau des Achats Immobiliers et Prestations (BAIP)",Non,Oui ,Non,Déménagement fin 2026 à Saint-Denis
https://drive.google.com/file/d/1MQ420xuNZ99l4UZZNVkESDGsh6VbPz1p/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - Direction générale des collectivités locales,Île-de-France,Paris,75008,AC,int-AC-50,Chargé(e) de tutelle d'opérateurs relevant de la cohésion des territoires ,G3,Pol. Publiques,Sous-direction de la cohésion et de l'aménagement du territoire (SDCAT) ,Bureau de la politique de la ville et de la rénovation urbaine ,Non,Oui ,Non,
https://drive.google.com/file/d/1ga1Gb94W-j4F9zsX35mOjfQKK1pyy41D/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - Direction générale des collectivités locales,Île-de-France,Paris,75008,AC,int-AC-52,Chef(fe) du pôle financier et logistique ,G3,Budget/Finances,Cabinet,Pôle financier et logistique,Non,Oui ,Oui,
https://drive.google.com/file/d/1AzXcr7QMJ_K0XIvLjYQY2WPVAlZqpEok/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - Direction générale des collectivités locales,Île-de-France,Paris,75008,AC,int-AC-54,"Responsable du pôle ""Conseil supérieur de la fonction publique territoriale""",N/C,Juridique,Sous-direction des élus locaux de la fonction publique territoriale, Bureau des statuts et de la règlementation des personnels territoriaux ,Non,Oui ,Oui,
https://drive.google.com/file/d/1qy3rIlRXWIxcDj1wg6_TZZ9JtCKVd4S7/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - Direction générale des Outre-mer,Île-de-France,Paris,75007,AC,int-AC-56,"Chargé de mission « politique de l’habitat et accompagement des
territoires outre-mer»",G3,Pol. Publiques,"Sous-direction des politiques économiques, de l'emploi et du développement durable","Bureau de l’écologie, du logement, du développement et de l’aménagement
durables",Non,Oui,Non,
https://drive.google.com/file/d/1Y-Mu4lmrxW_jh_Zwv4cj1bRtx7G8v4EJ/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - SG,Île-de-France,Paris,75012,AC,int-AC-58,Responsable de la synthèse budgétaire,G3,Budget/Finances,Direction de la transformation et du Numérique (DTNUM),Bureau du budget et de l'exécution financière,Non,Oui,Non,Déménagement fin 2026 à Saint-Denis
https://drive.google.com/file/d/16nUSEbsDmD9_ye77OCBtx3g_Nx5kPg3T/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - Direction générale de la gendarmerie nationale,Île-de-France,Issy-les-Moulineaux,92130,AC,int-AC-108,Adjoint(e) au chef de la section gestion du bureau du personnel civil ,G3,RH,DRHGN / SDGP ,Bureau des personnels civils - pôle Gestion,Non,Oui,Oui,
https://drive.google.com/file/d/107RjsrWzWlJyGaDkAwyKFAzVKDhiTWRM/view?usp=drive_link,Intérieur,Ministère de l'Intérieur - Direction générale de la gendarmerie nationale,Île-de-France,Issy-les-Moulineaux,92130,AC,int-AC-110,"Adjoint du chef de section études générales et dialogue social 
",G3,RH,DRHGN / SDGP ,Bureau des personnels civils -  Section Études générales et dialogue social (SEGDS),Non,Oui,Oui,
https://drive.google.com/file/d/1--yEUI8pkpu-0OuFeX2fva4OO2UWL2ZF/view?usp=drive_link,Intérieur,"Ministère de l'Intérieur - Direction des entreprises, des partenariat de sécurité et des armes",Île-de-France,Paris,75008,AC,int-AC-111,Chargé de mission au bureau des acteurs privés de sécurité,G3,Pol. Publiques,"Sous-direction des acteurs de la sécurité du quotidien et de la stratégie territoriale,",Bureau des acteurs privés de la sécurité,Non,Oui,Non,
60-fiche-int-AC-112.pdf,Intérieur,Ministère de l'Intérieur - Direction générale de la gendarmerie nationale,Île-de-France,Issy-les-Moulineaux,92130,AC,int-AC-112,Chargé de missions transverses - suivi budgétaire des marchés,G3,Budget/Finances,Agence Numérique des Forces de Sécurité Intérieur ,Bureau des ressources financières - Section missions transverses,Non,Oui,Non,
60-fiche-int-AC-114.pdf,Intérieur,Ministère de l'Intérieur - Direction générale de la gendarmerie nationale,Île-de-France,Issy-les-Moulineaux,92130,AC,int-AC-114,Chargé de rédaction juridique dans le domaine de la sécurité des mobilités,G3,Juridique,Direction des opérations et de l'emploi,Sous-direction de l'emploi des forces/bureau de la sécurité des flux,Non,Oui,Non,Astreinte hebdomadaire
https://drive.google.com/file/d/1F2H5bBN_aLA8IaUsmEfF4r6hDaT6DB-N/view?usp=sharing,Intérieur,Ministère de l'Intérieur - Direction générale de la gendarmerie nationale,Île-de-France,Issy-les-Moulineaux,92130,AC,int-AC-116,Rédacteur - Chargé d'études,G3,RH,Direction des soutiens et des finances,Sous-direction de l'organisation et des effectifs - Bureau de l'organisation (BORG),Non,Oui,Non,
https://drive.google.com/file/d/1m0axKk1wSMeyFc-oLNOUGAQvCTNNVuSG/view?usp=sharing,Intérieur,Ministère de l'Intérieur - Direction générale de la gendarmerie nationale,Île-de-France,Malakoff,92240,AC,int-AC-118,IGGN - Conseiller technique en charge des questions juridiques,G3,Juridique,Inspection générale de la gendarmerie nationale ,Division des signalements et de la déontologie,Non,Oui,Non,
https://drive.google.com/file/d/1-gAqvT0nXcY2ZLnZmGnGFECsnpDTPgrP/view?usp=sharing,Intérieur,Ministère de l'Intérieur - Direction générale de la gendarmerie nationale,Île-de-France,Issy-les-Moulineaux,92130,AC,int-AC-120,Juriste RH au bureau de la réglementation et de la fonction militaire,G3,Juridique,Direction des ressources de la gendarmerie nationale,Sous-direction de la politique des ressources humaines - Bureau de la réglementation et de la fonction militaire,Non,Oui,Non,
https://drive.google.com/file/d/1AgR4WacCefRhJdt05hwm3W_N_-XsRsNn/view?usp=sharing,Intérieur,Ministère de l'Intérieur - Direction générale de la gendarmerie nationale,Île-de-France,Issy-les-Moulineaux,92130,AC,int-AC-122,Rédacteur - Chargé d'études,G3,RH,Direction des soutiens et des finances,Sous-direction de l'organisation et des effectifs - Bureau de l'organisation (BORG),Non,Oui,Non,
https://drive.google.com/file/d/1R37rDOkPwdqZR4wy1il5WKDiG1IJXp70/view?usp=drive_link,Intérieur,Préfecture de l'Orne,Normandie,Alençon,61000,ATE,int-ATE-105,Adjoint(e) au chef de bureau de la représentation de l’État et de la communication interministérielle,G3,Communication,Bureau de la représentation de l’État et de la communication interministérielle,,Non,OUI,OUI,
https://drive.google.com/file/d/1gLgYDE0xV4fmtIVb59dpxs2m0IXuV_TS/view?usp=drive_link,Intérieur,Direction Générale de la Police Nationale,Normandie,Alençon,61000,ATE,int-ATE-61,Chef du service départemental de soutien opérationnel,G1,Pol. Publiques,DDPN,,,,,
https://extranet-lille.les-ira.fr/intranet.php?page=poste&idposte=1391,Intérieur,Préfecture de la Somme,Hauts-de-France,Amiens,80000,ATE,int-ATE-08,Chef de bureau préfigurateur – bureau des procédures d'immatriculation et téléprocédures simplifiées,G2,Relation à l'usager,Centre d’Expertise et de Ressources Titres (CERT) de la Somme / Pôle instruction,Bureau des procédures d'immatriculation et téléprocédures simplifiées,NON,NON,OUI,Encadrement de 39 agents
https://extranet-lille.les-ira.fr/intranet.php?page=poste&idposte=1385,Intérieur,Préfecture du Pas-de-Calais,Hauts-de-France,Arras,62000,ATE,int-ATE-06,Adjoint au chef de bureau des institutions locales et de l'intercommunalité,G3,Juridique,Direction de la citoyenneté et de la légalité,Bureau des institutions locales et de l'intercommunalité,NON,Non renseigné,NON,
https://extranet-lille.les-ira.fr/intranet.php?page=poste&idposte=1413,Intérieur,Direction Interdépartementale de la Police Nationale du Pas-de-Calais,Hauts-de-France,Arras,62000,ATE,int-ATE-15,Adjoint au chef du Service Départemental du Recrutement et de la Formation,G2,RH,Direction Interdépartementale de la Police Nationale du Pas-de-Calais,Service départemental du recrutement et de la formation (SDRF),NON,NON,OUI,
60-fiche-int-ATE-101.pdf,Intérieur,Préfecture du Calvados,Normandie,Bayeux,14400,ATE,int-ATE-101,Chef du pôle « Conseil aux collectivités et réglementation »,G2,Juridique,,,,,Oui,
https://drive.google.com/file/d/1XgbHP7MeXbMRo-mioRtCH3s9kXQqJwdE/view?usp=sharing,Intérieur,Ministère de l'Intérieur,Île-de-France,Bièvres,91570,AC,int-AC-152,Juriste,G3,Juridique,"RAID, ",,Non,Oui,Non,
https://drive.google.com/file/d/1FIxiPVgah3rs7wLcW-G8OYLd9xPrId7g/view?usp=sharing,Intérieur,Ministère de l'Intérieur,Île-de-France,Bièvres,91570,AC,int-AC-154,Contrôleur de gestion - Référent contrôle interne financier,G3,Audit / Contrôle interne,RAID,,Non,Oui,Non,
60-fiche-int-ATE-43.pdf,Intérieur,prefecture de police de paris,Île-de-France,Bobigny,93022,ATE,int-ATE-43,Adjoint-e à la cheffe du bureau de gestion opérationnelle chargé-e de la logistique et des finances,G2,Budget/Finances,DSPAP/DTSP93/BGO,,,oui,Oui,
https://drive.google.com/file/d/1eUF6gGM3iQ3XynG8yBqM322l4O6mfRfL/view?usp=drive_link,Intérieur,Préfecture de la Seine-Saint-Denis,Île-de-France,Bobigny,93022,ATE,int-ATE-64,Adjoint (e) à la cheffe du bureau de l'environnement,G3,Pol. Publiques,,,,,,
https://drive.google.com/file/d/1ZwOGkIPs7II6ZhrjVS3a6Zfsq7D5BBpy/view?usp=drive_link,Intérieur,Préfecture de la Seine-Saint-Denis,Île-de-France,Bobigny,93022,ATE,int-ATE-66,Adjoint(e) à la cheffe du bureau de l’utilité publique et des affaires foncières,G3,Pol. Publiques,,,,,Oui,
https://drive.google.com/file/d/1cbZBKez0dc2SLma3hxeCrenoJedc_QrH/view?usp=drive_link,Intérieur,Préfecture de la Seine-Saint-Denis,Île-de-France,Bobigny,93022,ATE,int-ATE-68,"Adjoint au chef du département ""Instruction""",G3,Pol. Publiques,,,,,Oui,Astreintes et permanences
https://drive.google.com/file/d/1yJP1mWeAhFmkYUL6xij7b9yhSdQ90tmB/view?usp=drive_link,Intérieur,Préfecture du Val-d'Oise,Île-de-France,Cergy,95800,ATE,int-ATE-16,Chargé de mission rattaché au directeur des migrations et de l’intégration,G3,Juridique,direction des immigrations et de l'intégration,section asile,,Oui,Non,
60-fiche-int-ATE-45.pdf,Intérieur,,Île-de-France,Créteil,94000,ATE,int-ATE-45,Chef de pôle Ressources Humaines,G3,RH,DSPAP/DTS94/BGO,,,Oui,Oui,
https://drive.google.com/file/d/1o1X35ZscqVA6-GnGWuh6Pb8xt6p5SXCi/view?usp=drive_link,Intérieur,Préfecture du Val-de-Marne,Île-de-France,Créteil,94000,ATE,int-ATE-91,Adjoint(e) au Chef de la Mission Ville,G3,Pol. Publiques,,,,,,
https://drive.google.com/file/d/1ssbAyeWHdusOS7Z59GRqB6F6JW9uClnY/view?usp=drive_link,Intérieur,Préfecture du Val-de-Marne,Île-de-France,Créteil,94000,ATE,int-ATE-93,Consultant juridique chargé du contrôle de légalité,G4,Juridique,,,,Oui,Non,
https://drive.google.com/file/d/1nmCq9dQL4M0fyPSNuLyARs50dmXi7WcB/view?usp=drive_link,Intérieur,Préfecture du Val-de-Marne,Île-de-France,Créteil,94000,ATE,int-ATE-95,"Adjoint au Chef du bureau de l’éloignement et du contentieux, en charge de l’éloignement",G2,Juridique,direction des migrations et de l'intégration,,,,Oui,"Permanences w-e et jour férier
habilitation secret défense"
https://drive.google.com/file/d/1Mne--xyayy9PyVzB6H6UIySZKPwUpQw4/view?usp=drive_link,Intérieur,Préfecture du Val-de-Marne,Île-de-France,Créteil,94000,ATE,int-ATE-97,"Adjoint au chef du bureau de la logistique et du patrimoine,chargé du suivi des opérations",G2,Budget/Finances,,,,,Oui,Réflexion menée sur l'organisation d'astreintes 
https://drive.google.com/file/d/1Kvbq8LOnw9K8_z8tDFEQyYZLgf0GLJv4/view?usp=drive_link,Intérieur,Direction Générale de la Police Nationale,Mayotte,Dzaoudzi,94610,ATE,int-ATE-55,Chargé(e) de la commande publique,G3,Achats,,,,,,
https://drive.google.com/file/d/1_hC53cMdiliQXUhKRquTptImbS6Xpqhq/view?usp=drive_link,Intérieur,Préfecture de l'Essonne,Île-de-France,Évry,91000,ATE,int-ATE-191,Adjoint au chef de bureau du contrôle de légalité et Chef de la section affaires générales,G3,Juridique,Directrice des relations avec les collectivités locales,Bureau du contrôle de légalité,Non,Oui,Oui,"Télétravail 1 jour/semaine (après période d’adaptation et de prise
en mains du poste)"
https://drive.google.com/file/d/1vgaj6HU6vxAf7VZvhrf7cPPmncwD7h77/view?usp=drive_link,Intérieur,Préfecture de l'Essonne,Île-de-France,Évry,91000,ATE,int-ATE-69,Adjoint au chef du service interministériel de défense et de protection civile Chargé de la sécurité civile et de la gestion des crises,G3,Gestion de crise,SIDPC,,,Non,Oui,"Habilitation secret
Permis B exigé"
https://drive.google.com/file/d/1_Gbwhn4neAjgOnhWWdinWtZE2-yQiH-c/view?usp=sharing,Intérieur,Direction générale de la gendarmerie nationale (DGGN),Île-de-France,Issy-les-Moulineaux,92130,AC,int-AC-124,Responsable financier en charge de travaux de pilotage budgétaire,G3,Budget/Finances,Direction des soutiens et des finances,Sous-direction administrative et financière - Bureau de la préparation et du pilotage du fonctionnement et de l'investissement,NON,OUI,NON,
0,Intérieur,Direction générale de la gendarmerie nationale (DGGN),Île-de-France,Issy-les-Moulineaux,92130,AC,int-AC-126,Concepteur en administration centrale et manager de l'énergie,G3,Transition énergétique,Direction des soutiens et des finances,Sous-direction de l'immobilier et du logement - Bureau du budget et de la règlementation,NON,OUI,NON,
https://extranet-lille.les-ira.fr/intranet.php?page=poste&idposte=1377,Intérieur,Préfecture de l'Aisne,Hauts-de-France,Laon,02000,ATE,int-ATE-04,Adjoint-e à la cheffe du service interministériel de défense et de protection civile,G3,Gestion de crise,Services du cabinet,Service interministériel de défense et de protection civile (SIDPC),NON,NON,OUI,Astreintes rémunérées (~1/6 sem.) – habilitation secret défense nationale
https://extranet-lille.les-ira.fr/intranet.php?page=poste&idposte=1402,Intérieur,Préfecture de l'Aisne,Hauts-de-France,Laon,02011,ATE,int-ATE-12,Adjoint(e) au chef du pôle finances du SGCD de l'Aisne,G3,Budget/Finances,Secrétariat général commun départemental (SGCD) de l'Aisne / Direction départementale des territoire,Pôle finances,NON,OUI,OUI,10 points NBI
https://drive.google.com/file/d/1n25Y3mFt7KEPKZ28DxxW4SpTt1LMgFF2/view?usp=drive_link,Intérieur,Préfecture de la Seine-Saint-Denis,Île-de-France,Le Raincy,93340,ATE,int-ATE-62,Adjoint au chef du bureau du séjour,G3,Juridique,Direction des étrangers et de la naturalisation,,,,Oui,
https://drive.google.com/file/d/1nnNc9JccmK70yqw4f1jxOvCAPBR7HhOj/view?usp=sharing,Intérieur,Ministère de l'Intérieur,Île-de-France,Neuilly sur Seine,92300,AC,int-AC-140,Acheteur polyvalent,G3,Achats,Direction générale de la sécurité intérieure,Bureau de la politique achat,Non,Non,Non,
https://drive.google.com/file/d/1ARDiw5Bye8rrMEaPNV6rZOfvgsZWtFVv/view?usp=sharing,Intérieur,Ministère de l'Intérieur,Île-de-France,Levallois-Perret,92300,AC,int-AC-144,Chargé de la mise en oeuvre des actions de coopération internationale,G3,Pol. Publiques,Direction générale de la sécurité intérieure,,Non,Non,Non,
https://drive.google.com/file/d/1NTKczlxd8NKCKX3eI8OiLzlDSMQZcZk8/view?usp=sharing,Intérieur,Ministère de l'Intérieur,Île-de-France,Levallois-Perret,92300,AC,int-AC-162,Adjoint au chef de section,G2,Juridique,Direction générale de la sécurité intérieure,,Non,Non,Oui,"Poste soumis à l'habilitation ""Très secret"""
